ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;ISC
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;91
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;32
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;78
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;131
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;150
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;126
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;363
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;79
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;1043
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;2
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;2
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;266
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;M;12
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;04;Business, administration and law;M;430
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;54
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;18
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;761
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;130
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;517
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;275
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;215
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;02;Arts and humanities;F;753
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;4
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;01;Education;F;2
2019/2020;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;363
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;410
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;6926
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;1458
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;4743
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;04;Business, administration and law;F;2350
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;4031
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;33
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;3379
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;01;Education;F;95
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;1767
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;193
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;3950
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;96
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;1959
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;1687
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;09;Health and welfare;F;6784
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;02;Arts and humanities;F;9321
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;1193
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;01;Education;F;458
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;3227
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;01;Education;M;36
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;15
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;02;Arts and humanities;M;4010
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;09;Health and welfare;F;168
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;1450
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;518
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;01;Education;M;9
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;10;Services;M;151
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;238
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;M;192
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;F;614
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;84
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;1429
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;3775
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;M;180
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;1838
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;3966
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;92
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;152
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;09;Health and welfare;M;80
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;09;Health and welfare;M;2987
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;169
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;10;Services;F;447
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;519
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;1675
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;5990
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;24
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;276
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;243
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;1316
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;7182
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;1329
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;04;Business, administration and law;M;2587
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;372
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;3203
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;4098
2019/2020;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);M;8
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;4
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;800
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;893
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;01;Education;M;45
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;2574
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;10;Services;F;137
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;M;575
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;251
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;10;Services;M;629
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;M;297
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;413
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;52
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;02;Arts and humanities;F;1334
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;26
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;634
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;352
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;04;Business, administration and law;M;993
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;M;1046
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;09;Health and welfare;F;342
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;04;Business, administration and law;F;528
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;F;531
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;52
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;02;Arts and humanities;M;578
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;03;Social sciences, journalism and information;F;927
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;04;Business, administration and law;F;763
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;01;Education;F;761
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;M;4
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;122
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;25
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;01;Education;M;6
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;1126
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;1457
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;77
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;09;Health and welfare;M;1062
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;39
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;10;Services;F;364
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea;09;Health and welfare;F;2585
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;02;Arts and humanities;M;253
2019/2020;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;Laurea Magistrale;01;Education;F;162
